Reporting Starts,Reporting Ends,Ad Name,Impression Device,Delivery,Amount Spent (USD),Amount Spent Today (USD),Unique CTR (Link Click-Through Rate),Relevance Score,CTR (All),CTR (Link Click-Through Rate),CPC (Cost per Link Click) (USD),Cost per Website Content Views (USD),Cost per Website Checkout Initiated (USD),Cost per Website Registration Completed (USD),Cost per Website Lead (USD),Cost per Website Search (USD),Cost per Website Add to Wishlist (USD),Cost per Page Like (USD),Video Percentage Watched,Cost per 10-Second Video View (USD),Post Reactions,Post Comments,Post Shares,Positive Feedback,Link Clicks,Website Registrations Completed,Website Leads,Website Purchases,Website Checkouts Initiated Conversion Value,Website Adds to Wishlist,Website Checkouts Initiated,Website Searches,Video Watches at 50%,Video Watches at 75%,Reach,Results,Result Indicator,3-Second Video Views,Video Average Watch Time,Button Clicks
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy,iPhone,not_delivering,0,0,0,,7.692307692,,,,,,,,,,0,,1,,,,,,,,,,,,,,26,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2534_AllD,iPhone,not_delivering,2.84,0,1.239669421,,2.788844622,1.195219124,0.946666667,,,,,0.946666667,,0.946666667,0,,1,,1,,3,,,,,,,3,,,242,5,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Meetme1_AllD_adtxt_20170620,iPhone,not_delivering,2.24,0,0.64516129,,4.624277457,0.578034682,2.24,,,,,2.24,,,0,,1,,,,1,,,,,,,1,,,155,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkPage,iPhone,not_delivering,2.29,0,0,,3.249097473,,,,,,,,,,0,,5,,,,,,,,,,,,,,231,6,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Scared_Vid_SubCarDevMix2,iPhone,rejected,3.06,0,0,,3.802281369,,,,,,,,,,29.98,0.026153846,2,,2,,,,,,,,,,88,55,508,329,actions:video_view,329,0:00:07,
2017-06-01,2017-06-30,HuffPost2_Nigeria_IntlFPowCarPGrad_2562_AllD_Engage,iPhone,not_delivering,0.4,0,1.953125,,7.8125,2.34375,0.066666667,,,,,,,,0,,2,,,,6,,,,,,,,,,256,8,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Scared_Vid_SendLane2544,iPhone,rejected,1.51,0,0,,2.645502646,,,,,,,,,,33.37,0.029607843,,,,,,,,,,,,,40,26,189,124,actions:video_view,124,0:00:08,
2017-06-01,2017-06-30,Retarg_SFS_Meetme1_oldvid_AllD_adtxt_20170620,iPhone,not_delivering,0,0,0,,3.125,,,,,,,,,,8.28,0,1,,,,,,,,,,,,,,32,,,13,0:00:05,
2017-06-01,2017-06-30,SFSMixRTP_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,2.69,0,0.847457627,,2.542372881,0.847457627,2.69,,,,,,,,0,,,,,,1,,,,,,,,,,118,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecret_wlrd,iPhone,not_delivering,0.39,0,0,,2.631578947,,,,,,,,,,0,,,,,,,,,,,,,,,,35,,,,0:00:00,
2017-06-01,2017-06-30,LeadLklikeWrldEn_Meetme1_AllD_adtxt_20170620,iPhone,not_delivering,0,0,0,,11.11111111,,,,,,,,,,0,,,,,,,,,,,,,,,,45,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_IntlminiFPowCarPGrad_2544_AllD,iPhone,not_delivering,0.93,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,147,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain2_WinBig20170207_Mobile_Women,iPhone,not_delivering,1.25,0,1.5625,,3.125,1.5625,1.25,,,,,,,,0,,,,,,1,,,,,,,,,,64,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlFPowCarPGrad_2562_AllD_Engage,iPhone,not_delivering,5.34,0,1.219512195,,3.583617747,1.194539249,0.762857143,,,,,,,,0,,26,,,,7,,,,,,,,,,574,33,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2544LSendLaneUS_Mob,iPhone,not_delivering,0.74,0,0.473933649,,0.471698113,0.471698113,0.74,,,,,,,,0,,,,,,1,,,,,,,,,,211,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,PMv1_LkMixNC_AllD,iPhone,not_delivering,1.14,0,0,,0,,,,,,,,,,5.02,0.076,,,,,,,,,,,,,1,1,164,62,actions:video_view,62,0:00:04,
2017-06-01,2017-06-30,Div_Pwr1_AAMOT600k,iPhone,not_delivering,1.49,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,110,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_lowerIncLdLkSubUS2544_AllD,iPhone,not_delivering,2.03,0,0.33557047,,1.633986928,0.326797386,2.03,,,,,1.015,,2.03,0,,,,1,,1,,,,,,,2,,,298,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrd_MW_en_AllD,iPhone,not_delivering,0.28,0,0,,5.479452055,,,,,0.28,,0.28,,0.28,0,,,,1,,,1,,,,,,1,,,71,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Retarg_AllD_Engage,iPhone,not_delivering,14.53,0,1.801801802,,3.391384051,1.283226398,1.037857143,,,14.53,,7.265,,14.53,0,,6,,2,,14,1,,,,,,2,,,666,22,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg,iPhone,not_delivering,1.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,170,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrdPGr_MW_en_AllD,iPhone,not_delivering,0.17,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,84,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_2544subCarDevmix2,iPhone,not_delivering,0.37,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,35,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_LdLkSubUS_VidView,iPhone,not_delivering,1.27,0,0,,2.843601896,,,,,,,,,,27.34,0.023090909,,,,,,,,,,,,,30,22,210,138,actions:video_view,138,0:00:09,
2017-06-01,2017-06-30,HuffPost2_pgdir_subCarDevmix2,iPhone,not_delivering,36.95,0,2.586566542,,6.233766234,2.374768089,0.57734375,,,,,,,36.95,0,,33,,6,,64,,,,,,,,,,2397,103,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Pwrmoves_Meetme1_oldvid_AllD_adtxt_20170620 - Copy,iPhone,not_delivering,0,0,0,,0,,,,,,,,,,4.83,,,,,,,,,,,,,,,,7,,,3,0:00:03,
2017-06-01,2017-06-30,HuffPost2_IntlminiFPowCarPGrad_2544_AllD_Engage,iPhone,not_delivering,7.67,0,2.257114818,,6.40776699,2.330097087,0.319583333,,,,,,,,0,,,,,,24,,,,,,,,,,1019,24,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_4562_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,0.95,0,0.143678161,,4.597701149,0.143678161,0.95,0.95,,,,,,,0,,,,1,,1,,,,,,,,,,696,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LdLkSubUS_AllD,iPhone,not_delivering,6.71,0,1.025641026,,2.926829268,0.975609756,1.118333333,,,6.71,,3.355,,,0,,5,,,,6,1,,,,,,2,,,585,11,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_Vid_SendLane2544,iPhone,not_delivering,1.62,0,0.440528634,,3.083700441,0.440528634,1.62,,,,,,,,23.28,0.038571429,,,,,1,,,,,,,,28,21,227,143,actions:video_view,143,0:00:08,
2017-06-01,2017-06-30,JLRFearLight_Vid_Retarg50,iPhone,not_delivering,2.2,0,0,,4.832713755,,,,,,,,,,22.66,0.039285714,1,,,,,,,,,,,,32,23,265,150,actions:video_view,150,0:00:07,
2017-06-01,2017-06-30,ProBook1_2544LSendLaneUS_AllD,iPhone,not_delivering,0.48,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,221,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_2534_AllD,iPhone,not_delivering,0.98,0,0,,2.040816327,,,,,,,,,,0,,1,,,,,,,,,,,,,,90,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,DiversityPwrMoves_subcardevmix2_100k,iPhone,not_delivering,0.6,0,0,,0,,,,,,,,,,0,,2,,,,,,,,,,,,,,14,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPhone,not_delivering,30.06,0,2.384737679,,5.457227139,2.359882006,1.87875,1.306956522,,,,,,,18.09,0.337752809,,,1,,16,,,,,,,,43,20,629,16,actions:link_click,289,0:00:06,
2017-06-01,2017-06-30,ProBook1_2544$75k+SendLaneUS_AllD,iPhone,not_delivering,0.19,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,65,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_1834$100+Inc_LdLkSubUS_AllD,iPhone,not_delivering,1.43,0,0.242130751,,0.22675737,0.22675737,1.43,,,,,,,,0,,,,,,1,,,,,,,,,,413,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Retarg25vid_AllD_Engage,iPhone,not_delivering,9.5,0,2.089552239,,4.084158416,1.732673267,0.678571429,,,,,9.5,,,0,,3,,1,,14,,,,,,,1,,,670,18,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,HuffPost_FPowCarPGrad_2540_AllD_Engage_,iPhone,inactive,0.28,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,28,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvid_CatMotMet35+,iPhone,not_delivering,6.62,0,1.654846336,,2.417582418,1.538461538,0.945714286,0.735555556,,,,,,,8.9,0.1655,1,,,,7,,,,,,,,6,5,423,7,actions:link_click,148,0:00:05,
2017-06-01,2017-06-30,Offer1_hotvid_CatMotMet35+,iPhone,not_delivering,3.37,0,0.534759358,,0.693240901,0.519930676,1.123333333,1.685,,,,,,,8.53,0.059122807,,,,,3,,,,,,,,6,6,561,3,actions:link_click,198,0:00:04,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_EntreDCStates,iPhone,not_delivering,0.81,0,0,,0,,,,,,,,,,0,,5,,,,,,,,,,,,,,6,5,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LkSA,iPhone,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFS5cardevmix2_2544_AllD,iPhone,not_delivering,0.95,0,0.346020761,,0.334448161,0.334448161,0.95,,,,,,,,0,,,,,,1,,,,,,,,,,289,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_AllD,iPhone,not_delivering,2.69,0,0.746268657,,5.633802817,0.704225352,2.69,,,,,2.69,,,0,,4,,1,,1,,,,,,,1,,,134,6,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPhone,not_delivering,12.79,0,1.188118812,,5.426356589,1.162790698,2.131666667,2.558,,,,,,6.395,17.17,0.190895522,,,,,6,,,,,,,,31,16,505,6,actions:link_click,238,0:00:05,
2017-06-01,2017-06-30,ProBook_xPgInst_6txt_SendLane2544,iPhone,not_delivering,4.17,0,0.253807107,,1.976284585,0.197628458,4.17,,,2.085,,2.085,,,0,,1,,,,1,2,,,,,,2,,,394,2,actions:offsite_conversion.fb_pixel_complete_registration,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_PwrMoves_oldvid_Lk2534_DT_LdLkSubUS_4565_subpharmslsbroad_AllD,iPhone,not_delivering,10.56,0,0.498753117,,1.937046005,0.484261501,5.28,,,,,,,,6.92,0.4224,,,,,2,,,,,,,,6,2,401,1,actions:leadgen.other,125,0:00:04,
2017-06-01,2017-06-30,sub_mix_SFS_Meetme1_mobile_adtxt_20170620,iPhone,not_delivering,0,0,0,,3.314917127,,,,,,,,,,0,,1,,,,,,,,,,,,,,176,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy 2,iPhone,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,48,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvidSFS_CarMotMet3554,iPhone,not_delivering,0.73,0,0.169204738,,0.958466454,0.159744409,0.73,,,,,,,,9.49,0.012166667,1,,,,1,,,,,,,,15,9,591,1,actions:link_click,221,0:00:05,
2017-06-01,2017-06-30,Div_Pwr_Teach100k+_AllD,iPhone,not_delivering,0.98,0,3.125,,6.25,3.125,0.98,0.98,,,,,,,0,,6,,,,1,,,,,,,,,,32,7,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,4.36,0,0.831600832,,5.102040816,0.816326531,1.09,,,,,,,,0,,,,,,4,,,,,,,,,,481,4,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,iPhone,not_delivering,18.49,0,1.801801802,,4.215851602,1.686340641,1.849,1.087647059,,,,,,,13.45,0.401956522,2,,,,10,,,,,,,,18,7,555,10,actions:link_click,227,0:00:04,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_SubCarDevMix2,iPhone,not_delivering,1.7,0,0,,4.938271605,,,,,,,,,,0,,1,,,,,,,,,,,,,,74,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_ALLNCCarPgrad_CarMotMet3554_380k_Mobile,iPhone,not_delivering,2.5,0,0.970873786,,8.653846154,0.961538462,2.5,,,,,,,,0,,,,,,1,,,,,,,,,,103,,,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_Met3554_Mobile,iPod,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_Lk2534Mob_CarDevMix18_62_Mobile_Women,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy 2,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_lowerIncLdLkSubUS2544_AllD,iPod,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,OfficePolitics_LkAL_RTP_Charlotte,iPod,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_subCarDevmix2,iPod,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_4562_Meetme1_20170617_AllD_adtxt,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_SFSmixRTP_SFSRTPPgrad_Mobile,iPod,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlFPowCarPGrad_2562_AllD_Engage,iPod,not_delivering,0,0,0,,0,,0,,,,,,,,0,,,,,,1,,,,,,,,,,0,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_SubCarDevMix2,iPod,not_delivering,0.03,0,0,,100,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LikePage,iPod,not_delivering,0.12,0,0,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPgInst_6txt_SendLane2544,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkUS_AllD,iPod,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LeadLklikeWrld_Mobile,iPod,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_subPharmSls_VidView,iPod,not_delivering,0,0,0,,0,,,,,,,,,,3.49,,,,,,,,,,,,,,,,1,,,,0:00:01,
2017-06-01,2017-06-30,ProBook_xPg_SendLane2544,iPod,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,24,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecret_wlrd,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Teach,iPod,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_ALLRTPPgrad_RTPPgrad4554_Mobile,iPod,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvidSFS_CarMotMet3554,iPod,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlminiFPowCarPGrad_2544_AllD_Engage,iPod,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvidProBook_CarMotMet3554,iPod,not_delivering,0,0,0,,0,,,,,,,,,,3.66,,,,,,,,,,,,,,,,1,,,,0:00:02,
2017-06-01,2017-06-30,ProBook_Pg_LeadSendLkUKSA,Other,not_delivering,0.11,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,12,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvidProBook_CarMotMet3554,Other,not_delivering,0,0,0,,0,,,,,,,,,,31.23,0,,,,,,,,,,,,,,,2,,,2,0:00:19,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain2_WinBig20170207_Mobile_Women,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur,Other,not_delivering,0.23,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,10,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadSendLkUKSA_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Nigeria_IntlFPowCarPGrad_2562_AllD_Engage,Other,not_delivering,0.68,0,0.847457627,,4.456824513,0.835654596,0.226666667,,,,,,,0.17,0,,4,,,,3,,,,,,,,,,354,7,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Ryan_LinkedIn_PlayBigPain_Mobile_Women - Copy,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LikePage,Other,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_1834$100+Inc_LdLkSubUS_AllD,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Div_PwrPg_LikePg,Other,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlminiFPowCarPGrad_2544_AllD_Engage,Other,not_delivering,0.08,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_ALLRTPPgrad_RTPPgrad4554_Mobile,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_CarMotMet3554_380k_Mobile,Other,not_delivering,0.02,0,0,,50,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,Other,not_delivering,0.01,0,0,,100,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_PwrMoves_oldvid_Lk2534_DT_LdLkSubUS_4565_subpharmslsbroad_AllD,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvid_CatMotMet35+,Other,not_delivering,0,0,0,,0,,,,,,,,,,1.64,,,,,,,,,,,,,,,,3,,,,0:00:01,
2017-06-01,2017-06-30,PMv1_Retarg_AllD,Other,not_delivering,0.08,0,0,,0,,,,,,,,,,27.37,0.026666667,,,,,,,,,,,,,1,,2,3,actions:video_view,3,0:00:25,
2017-06-01,2017-06-30,subcardevmix2_Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_SubCarDevMix2,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,sub_mix_SFS_Meetme1_mobile_adtxt_20170620,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFS5cardevmix2_2544_AllD,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Offer1_hotvid_CatMotMet35+,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Offer_PwrCourseFearLightVid_Pro1_AdComp,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Div_Pwr1_AAMOT600k,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,OfficePolitics_LkAL_RTP_Charlotte,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,19,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25,Other,not_delivering,0.02,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPgInst_6txt_SendLane2544,Other,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_AllD,Other,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_2534_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecretMW_US,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,Scared_Vid_SubCarDevMix2,Other,rejected,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2544LSendLaneUS_Mob,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_4562_Meetme1_20170617_AllD_adtxt,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_LkMixNC_AllD,Other,not_delivering,0.01,0,0,,0,,,,,,,,,,8.51,,,,,,,,,,,,,,,,1,1,actions:video_view,1,0:00:08,
2017-06-01,2017-06-30,HuffPost2_IntlFPowCarPGrad_2562_AllD_Engage,Other,not_delivering,0.39,0,0.684931507,,2.688172043,0.537634409,0.39,,,,,,,,0,,3,,,,1,,,,,,,,,,146,4,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Retarg_AllD_Engage,Other,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrd_MW_en_AllD,Other,not_delivering,0.03,0,0,,14.28571429,,,,,,,,,,0,,1,,,,,,,,,,,,,,7,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecret_wlrd,Other,not_delivering,0.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LdLkSubUS_AllD,Other,not_delivering,0.07,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2544LdLkSubUS_AllD,Other,not_delivering,0.02,0,33.33333333,,33.33333333,33.33333333,0.02,,,,,0.02,,,0,,,,,,1,,,,,,,1,,,3,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Meetme1_AllD_adtxt_20170620,Other,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_lowerIncLdLkSubUS2544_AllD,Other,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkPage,Other,not_delivering,0.13,0,0,,6.25,,,,,,,,,,0,,1,,,,,,,,,,,,,,10,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_subCarDevmix2,Other,not_delivering,0.12,0,8.333333333,,8.333333333,8.333333333,0.12,,,,,,,,0,,,,,,1,,,,,,,,,,12,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_subcardevmix2_VidView,Other,not_delivering,0,0,0,,0,,,,,,,,,,4.93,,,,,,,,,,,,,,,,1,,,,0:00:02,
2017-06-01,2017-06-30,HuffPost2_Retarg25vid_AllD_Engage,Other,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
